state,year,value
Interstate,2012,95.64102725
Interstate,2013,95.61078557
Interstate,2014,92.56302125
Interstate,2015,90.13423169
Non-Interstate,2012,90.12378252
Non-Interstate,2013,96.22640306
Non-Interstate,2014,86.55218455
Non-Interstate,2015,82.95038941
